Gemeindekennziffer;Politische Gemeinde;Ortschaftskennziffer;Ortschaftsname;Straßenkennziffer;Straßenname;Postleitzahl;Gemeindecode
50101;Salzburg;13582;Salzburg;001256;Alberto-Susat-Straße;5026;50101
50101;Salzburg;13582;Salzburg;001257;Baldehofstraße;5020;50101
50101;Salzburg;13582;Salzburg;001258;Bliemhofweg;5020;50101
50101;Salzburg;13582;Salzburg;001259;Erich-Schenk-Straße;5020;50101
50101;Salzburg;13582;Salzburg;001260;Kneisslweg;5020;50101
50101;Salzburg;13582;Salzburg;001261;Reithofferstraße;5020;50101
50101;Salzburg;13582;Salzburg;001262;Störweg;5020;50101
50101;Salzburg;13582;Salzburg;001263;Wildmoosweg;5020;50101
50101;Salzburg;13582;Salzburg;030915;Abfalterhofweg;5026;50101
50101;Salzburg;13582;Salzburg;030916;Abtsdorferstraße;5020;50101
50101;Salzburg;13582;Salzburg;030917;Adam-Müller-Guttenbrunn-Str.;5020;50101
50101;Salzburg;13582;Salzburg;030918;Adolf-Bekk-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030919;Adolf-Schemel-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030920;Aglassingerstraße;5023;50101
50101;Salzburg;13582;Salzburg;030921;Agnes-Muthspiel-Weg;5026;50101
50101;Salzburg;13582;Salzburg;030922;Aicherweg;5020;50101
50101;Salzburg;13582;Salzburg;030923;Aiglhofstraße;5020;50101
50101;Salzburg;13582;Salzburg;030924;Aigner Straße;5020;50101
50101;Salzburg;13582;Salzburg;030924;Aigner Straße;5026;50101
50101;Salzburg;13582;Salzburg;030924;Aigner Straße;5061;50101
50101;Salzburg;13582;Salzburg;030925;Ainringweg;5020;50101
50101;Salzburg;13582;Salzburg;030926;Akademiestraße;5020;50101
50101;Salzburg;13582;Salzburg;030927;Albert-Schweiger-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030928;Albert-Schweitzer-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030929;Albrecht-Dürer-Straße;5023;50101
50101;Salzburg;13582;Salzburg;030930;Alexander-Girardi-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030931;Alexander-Haidenthaller-Str.;5023;50101
50101;Salzburg;13582;Salzburg;030932;Alexander-Moissi-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030933;Alfred-Kubin-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030933;Alfred-Kubin-Straße;5026;50101
50101;Salzburg;13582;Salzburg;030934;Almgasse;5020;50101
50101;Salzburg;13582;Salzburg;030935;Alois-Lidauer-Straße;5026;50101
50101;Salzburg;13582;Salzburg;030936;Alois-Stockinger-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030937;Aloisia-Lange-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030938;Alpenstraße;5020;50101
50101;Salzburg;13582;Salzburg;030938;Alpenstraße;5081;50101
50101;Salzburg;13582;Salzburg;030939;Altenbuchgasse;5020;50101
50101;Salzburg;13582;Salzburg;030940;Alter Markt;5020;50101
50101;Salzburg;13582;Salzburg;030941;Alterbachstraße;5020;50101
50101;Salzburg;13582;Salzburg;030942;Altgasse;5020;50101
50101;Salzburg;13582;Salzburg;030943;Althofenstraße;5020;50101
50101;Salzburg;13582;Salzburg;030944;Am Abtswald;5023;50101
50101;Salzburg;13582;Salzburg;030945;Am Birkenhain;5020;50101
50101;Salzburg;13582;Salzburg;030946;Am Eichetwald;5020;50101
50101;Salzburg;13582;Salzburg;030947;Am Grafenhügel;5020;50101
50101;Salzburg;13582;Salzburg;030948;Am Rainberg;5020;50101
50101;Salzburg;13582;Salzburg;030949;Ampfinggasse;5020;50101
50101;Salzburg;13582;Salzburg;030950;Amselstraße;5023;50101
50101;Salzburg;13582;Salzburg;030951;Andrä-Blüml-Straße;5023;50101
50101;Salzburg;13582;Salzburg;030952;Andreas-Hofer-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030953;Andreas-Rohracher-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030954;Angerweg;5020;50101
50101;Salzburg;13582;Salzburg;030955;Anglerweg;5020;50101
50101;Salzburg;13582;Salzburg;030956;Anton-Adlgasser-Weg;5020;50101
50101;Salzburg;13582;Salzburg;030957;Anton-Behacker-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030958;Anton-Breitner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030959;Anton-Bruckner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030960;Anton-Hall-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030961;Anton-Hochmuth-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030962;Anton-Kolig-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030963;Anton-Neumayr-Platz;5020;50101
50101;Salzburg;13582;Salzburg;030965;Anton-Steinhart-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030966;Anton-Wildgans-Straße;5026;50101
50101;Salzburg;13582;Salzburg;030967;Apothekerhofstraße;5020;50101
50101;Salzburg;13582;Salzburg;030968;Arenbergstraße;5020;50101
50101;Salzburg;13582;Salzburg;030969;Aribonenstraße;5020;50101
50101;Salzburg;13582;Salzburg;030970;Arnogasse;5020;50101
50101;Salzburg;13582;Salzburg;030971;Arnsdorfgasse;5020;50101
50101;Salzburg;13582;Salzburg;030972;Arthur-Schnitzler-Straße;5026;50101
50101;Salzburg;13582;Salzburg;030973;Aspergasse;5020;50101
50101;Salzburg;13582;Salzburg;030974;Auer-von-Welsbach-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030975;Auerspergstraße;5020;50101
50101;Salzburg;13582;Salzburg;030976;Auffenbergstraße;5020;50101
50101;Salzburg;13582;Salzburg;030977;Aufnergasse;5020;50101
50101;Salzburg;13582;Salzburg;030978;August-Gruber-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030979;St.-Vitalis-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030980;Augustinergasse;5020;50101
50101;Salzburg;13582;Salzburg;030981;Austraße;5020;50101
50101;Salzburg;13582;Salzburg;030982;Austraßensiedlung;5020;50101
50101;Salzburg;13582;Salzburg;030983;Bachstraße;5023;50101
50101;Salzburg;13582;Salzburg;030984;Bachwinkelweg;5023;50101
50101;Salzburg;13582;Salzburg;030985;Badergäßchen;5020;50101
50101;Salzburg;13582;Salzburg;030986;Bäckerstraße;5020;50101
50101;Salzburg;13582;Salzburg;030987;Bärengäßchen;5020;50101
50101;Salzburg;13582;Salzburg;030988;Bäslestraße;5020;50101
50101;Salzburg;13582;Salzburg;030989;Bahnhofstraße;5020;50101
50101;Salzburg;13582;Salzburg;030991;Banaterstraße;5020;50101
50101;Salzburg;13582;Salzburg;030992;Barisanistraße;5020;50101
50101;Salzburg;13582;Salzburg;030993;Basteigasse;5020;50101
50101;Salzburg;13582;Salzburg;030994;Baumbichlstraße;5026;50101
50101;Salzburg;13582;Salzburg;030995;Bayerhamerstraße;5020;50101
50101;Salzburg;13582;Salzburg;030996;Bayernstraße;5020;50101
50101;Salzburg;13582;Salzburg;030997;Bayrisch-Platzl-Straße;5020;50101
50101;Salzburg;13582;Salzburg;030998;Beethovenstraße;5020;50101
50101;Salzburg;13582;Salzburg;030999;Benevolistraße;5020;50101
50101;Salzburg;13582;Salzburg;031000;Berchtesgadner Straße;5020;50101
50101;Salzburg;13582;Salzburg;031001;Berchtold-v.-Sonnenburg-G.;5020;50101
50101;Salzburg;13582;Salzburg;031002;Berg-Sam;5020;50101
50101;Salzburg;13582;Salzburg;031002;Berg-Sam;5023;50101
50101;Salzburg;13582;Salzburg;031003;Bergerbräuhofstraße;5020;50101
50101;Salzburg;13582;Salzburg;031004;Bergheimer Straße;5020;50101
50101;Salzburg;13582;Salzburg;031005;Bergstraße;5020;50101
50101;Salzburg;13582;Salzburg;031006;Bernardigasse;5020;50101
50101;Salzburg;13582;Salzburg;031008;Bernhard-Stuart-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031009;Bessarabierstraße;5020;50101
50101;Salzburg;13582;Salzburg;031010;Biberngasse;5020;50101
50101;Salzburg;13582;Salzburg;031011;Bierjodlgasse;5020;50101
50101;Salzburg;13582;Salzburg;031012;Billrothstraße;5020;50101
50101;Salzburg;13582;Salzburg;031013;Bindergasse;5020;50101
50101;Salzburg;13582;Salzburg;031014;Birkenstraße;5020;50101
50101;Salzburg;13582;Salzburg;031015;Blumensteinstraße;5020;50101
50101;Salzburg;13582;Salzburg;031016;Bocksbergerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031017;Böhm-Ermolli-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031018;Boenikegasse;5023;50101
50101;Salzburg;13582;Salzburg;031019;Bognerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031020;Borromäumstraße;5020;50101
50101;Salzburg;13582;Salzburg;031021;Bozner Straße;5020;50101
50101;Salzburg;13582;Salzburg;031022;Bräuhausstraße;5020;50101
50101;Salzburg;13582;Salzburg;031023;Breitenfelderstraße;5020;50101
50101;Salzburg;13582;Salzburg;031024;Brodgasse;5020;50101
50101;Salzburg;13582;Salzburg;031025;Brötznerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031026;Brunnengasse;5020;50101
50101;Salzburg;13582;Salzburg;031027;Brunnhausgasse;5020;50101
50101;Salzburg;13582;Salzburg;031028;Brunntalweg;5020;50101
50101;Salzburg;13582;Salzburg;031029;Bruno-Walter-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031030;Buchenländerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031031;Buchholzhofstraße;5020;50101
50101;Salzburg;13582;Salzburg;031032;Bucklreuthstraße;5020;50101
50101;Salzburg;13582;Salzburg;031033;Bürgerspitalgasse;5020;50101
50101;Salzburg;13582;Salzburg;031034;Bürgerspitalplatz;5020;50101
50101;Salzburg;13582;Salzburg;031035;Bürgerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031036;Bürglsteinstraße;5020;50101
50101;Salzburg;13582;Salzburg;031037;Bundschuhstraße;5023;50101
50101;Salzburg;13582;Salzburg;031038;Burgfriedgasse;5020;50101
50101;Salzburg;13582;Salzburg;031039;Caldarastraße;5020;50101
50101;Salzburg;13582;Salzburg;031040;Canavalstraße;5020;50101
50101;Salzburg;13582;Salzburg;031041;Carl-Maager-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031042;Carl-Storch-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031043;Carola-Blome-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031044;Chiemgaustraße;5020;50101
50101;Salzburg;13582;Salzburg;031045;Chiemseegasse;5020;50101
50101;Salzburg;13582;Salzburg;031046;Christian-Doppler-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031047;Christian-Laserer-Straße;5023;50101
50101;Salzburg;13582;Salzburg;031048;Churfürststraße;5020;50101
50101;Salzburg;13582;Salzburg;031049;Clemens-Krauss-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031050;Conrad-v.-Hötzendorf-Str.;5020;50101
50101;Salzburg;13582;Salzburg;031052;Dammweg;5020;50101
50101;Salzburg;13582;Salzburg;031053;Danklstraße;5020;50101
50101;Salzburg;13582;Salzburg;031054;Danreitergasse;5020;50101
50101;Salzburg;13582;Salzburg;031055;Dariogasse;5020;50101
50101;Salzburg;13582;Salzburg;031056;Diabellistraße;5020;50101
50101;Salzburg;13582;Salzburg;031057;Dietrichsteinstraße;5020;50101
50101;Salzburg;13582;Salzburg;031059;Döllerergäßchen;5020;50101
50101;Salzburg;13582;Salzburg;031060;Doktorschlößlweg;5026;50101
50101;Salzburg;13582;Salzburg;031061;Dominicusweg;5020;50101
50101;Salzburg;13582;Salzburg;031062;Domplatz;5020;50101
50101;Salzburg;13582;Salzburg;031063;Dornberggasse;5020;50101
50101;Salzburg;13582;Salzburg;031064;Dossenweg;5020;50101
50101;Salzburg;13582;Salzburg;031065;Dr.-Bauer-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031066;Dr.-Franz-Rehrl-Platz;5020;50101
50101;Salzburg;13582;Salzburg;031067;Dr.-Gmelin-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031068;Dr.-Karl-Renner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031069;Dr.-Muralter-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031070;Dr.-Petter-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031070;Dr.-Petter-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031071;Dr.-Sylvester-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031073;Dr.-Viehauser-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031074;Dreifaltigkeitsgasse;5020;50101
50101;Salzburg;13582;Salzburg;031075;Drosselstraße;5023;50101
50101;Salzburg;13582;Salzburg;031076;Dürlingerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031077;Eberhard-Fugger-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031078;Eberlingasse;5020;50101
50101;Salzburg;13582;Salzburg;031079;Eduard-Baumgartner-Str.;5020;50101
50101;Salzburg;13582;Salzburg;031080;Eduard-Heinrich-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031081;Eduard-Herget-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031082;Eduard-Kuhn-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031083;Eduard-Macheiner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031084;Egger-Lienz-Gasse;5020;50101
50101;Salzburg;13582;Salzburg;031085;Ehrgottstraße;5020;50101
50101;Salzburg;13582;Salzburg;031087;Eichetstraße;5020;50101
50101;Salzburg;13582;Salzburg;031088;Eichpointweg;5020;50101
50101;Salzburg;13582;Salzburg;031089;Eichstraße;5020;50101
50101;Salzburg;13582;Salzburg;031089;Eichstraße;5023;50101
50101;Salzburg;13582;Salzburg;031090;Elisabethkai;5020;50101
50101;Salzburg;13582;Salzburg;031091;Elisabethstraße;5020;50101
50101;Salzburg;13582;Salzburg;031092;Elsa-Brändström-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031093;Elsenheimstraße;5020;50101
50101;Salzburg;13582;Salzburg;031094;Emanuel-Schikaneder-Str.;5020;50101
50101;Salzburg;13582;Salzburg;031095;Emil-Kofler-Gasse;5020;50101
50101;Salzburg;13582;Salzburg;031096;Engelbert-Stechl-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031097;Engelbert-Weiß-Weg;5020;50101
50101;Salzburg;13582;Salzburg;031098;Eniglstraße;5020;50101
50101;Salzburg;13582;Salzburg;031099;Enzingergasse;5020;50101
50101;Salzburg;13582;Salzburg;031100;Erasmus-Stratter-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031101;Erentrudisstraße;5020;50101
50101;Salzburg;13582;Salzburg;031102;Erhardgäßchen;5020;50101
50101;Salzburg;13582;Salzburg;031103;Erhardplatz;5020;50101
50101;Salzburg;13582;Salzburg;031104;Erlenstraße;5020;50101
50101;Salzburg;13582;Salzburg;031105;Ernest-Thun-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031106;Ernst-Grein-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031107;Ernst-Mach-Straße;5023;50101
50101;Salzburg;13582;Salzburg;031108;Ernst-Sompek-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031109;Erwin-Kerber-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031110;Erzabt-Klotz-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031111;Erzbischof-Gebhard-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031112;Erzherzog-Eugen-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031113;Eschenbachgasse;5020;50101
50101;Salzburg;13582;Salzburg;031114;Eschweg;5023;50101
50101;Salzburg;13582;Salzburg;031115;Esshaverstraße;5020;50101
50101;Salzburg;13582;Salzburg;031116;Essergasse;5020;50101
50101;Salzburg;13582;Salzburg;031117;Etrichstraße;5020;50101
50101;Salzburg;13582;Salzburg;031119;Europastraße;5020;50101
50101;Salzburg;13582;Salzburg;031120;Faberstraße;5020;50101
50101;Salzburg;13582;Salzburg;031121;Fabrikstraße;5020;50101
50101;Salzburg;13582;Salzburg;031122;Fadingerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031123;Faistauergasse;5020;50101
50101;Salzburg;13582;Salzburg;031124;Fanny-v.-Lehnert-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031125;Fasaneriestraße;5020;50101
50101;Salzburg;13582;Salzburg;031126;Favoritagasse;5020;50101
50101;Salzburg;13582;Salzburg;031127;Feldstraße;5020;50101
50101;Salzburg;13582;Salzburg;031128;Felix-Dahn-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031129;Felix-Harta-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031130;Ferdinand-Hanusch-Platz;5020;50101
50101;Salzburg;13582;Salzburg;031131;Ferdinand-Porsche-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031132;Ferdinand-Raimund-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031133;Ferdinand-Sauter-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031133;Ferdinand-Sauter-Straße;5023;50101
50101;Salzburg;13582;Salzburg;031134;Ferdinand-Spannring-Str.;5023;50101
50101;Salzburg;13582;Salzburg;031135;Ferenc-Fricsay-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031136;Festungsgasse;5020;50101
50101;Salzburg;13582;Salzburg;031137;Fichtenweg;5026;50101
50101;Salzburg;13582;Salzburg;031138;Finkenstraße;5023;50101
50101;Salzburg;13582;Salzburg;031139;Firmianstraße;5020;50101
50101;Salzburg;13582;Salzburg;031140;Fischbachstraße;5020;50101
50101;Salzburg;13582;Salzburg;031141;Fischer-v.-Erlach-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031142;Fischergasse;5020;50101
50101;Salzburg;13582;Salzburg;031143;Fischhornstraße;5020;50101
50101;Salzburg;13582;Salzburg;031144;Flurweg;5020;50101
50101;Salzburg;13582;Salzburg;031145;Föhrenstraße;5020;50101
50101;Salzburg;13582;Salzburg;031146;Forellenweg;5020;50101
50101;Salzburg;13582;Salzburg;031147;Franz-Berger-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031148;Franz-Gruber-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031149;Franz-Hattinger-Straße;5023;50101
50101;Salzburg;13582;Salzburg;031150;Franz-Hinterholzer-Kai;5020;50101
50101;Salzburg;13582;Salzburg;031151;Franz-Huemer-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031152;Franz-Josef-Kai;5020;50101
50101;Salzburg;13582;Salzburg;031153;Franz-Josef-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031154;Franz-Linher-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031155;Franz-Martin-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031156;Franz-Neumeister-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031157;Franz-Ofner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031158;Franz-Sauer-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031159;Franz-Schalk-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031160;Franz-Schrempf-Straße;5061;50101
50101;Salzburg;13582;Salzburg;031161;Franz-Schubert-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031162;Franz-Wallack-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031163;Franz-Wolfram-Scherer-Str.;5020;50101
50101;Salzburg;13582;Salzburg;031164;Franz-X.-Traber-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031165;Franziskanergasse;5020;50101
50101;Salzburg;13582;Salzburg;031166;Franztalstraße;5020;50101
50101;Salzburg;13582;Salzburg;031167;Freisaalweg;5020;50101
50101;Salzburg;13582;Salzburg;031168;Freudlspergerweg;5020;50101
50101;Salzburg;13582;Salzburg;031169;Freyhammerstraße;5023;50101
50101;Salzburg;13582;Salzburg;031170;Frieda-Richard-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031170;Frieda-Richard-Straße;5023;50101
50101;Salzburg;13582;Salzburg;031171;Friedensstraße;5020;50101
50101;Salzburg;13582;Salzburg;031172;Friedhofstraße;5026;50101
50101;Salzburg;13582;Salzburg;031174;Friedrich-Inhauser-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031175;Friesachstraße;5020;50101
50101;Salzburg;13582;Salzburg;031176;Fritschgasse;5020;50101
50101;Salzburg;13582;Salzburg;031178;Frohnburgweg;5020;50101
50101;Salzburg;13582;Salzburg;031179;Frueaufgasse;5020;50101
50101;Salzburg;13582;Salzburg;031180;Fuchshofstraße;5023;50101
50101;Salzburg;13582;Salzburg;031181;Fürbergstraße;5020;50101
50101;Salzburg;13582;Salzburg;031182;Fürstallergasse;5020;50101
50101;Salzburg;13582;Salzburg;031183;Fürstenallee;5020;50101
50101;Salzburg;13582;Salzburg;031184;Fürstenbrunnstraße;5020;50101
50101;Salzburg;13582;Salzburg;031185;Fürstenweg;5020;50101
50101;Salzburg;13582;Salzburg;031186;Funkestraße;5020;50101
50101;Salzburg;13582;Salzburg;031187;Furtwänglerpromenade;5026;50101
50101;Salzburg;13582;Salzburg;031188;Gabelsbergerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031189;Gablerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031190;Gällegasse;5023;50101
50101;Salzburg;13582;Salzburg;031191;Gänsbrunnstraße;5026;50101
50101;Salzburg;13582;Salzburg;031192;Gärtnerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031193;Gaglhamerweg;5020;50101
50101;Salzburg;13582;Salzburg;031194;Gailenbachweg;5020;50101
50101;Salzburg;13582;Salzburg;031195;Gaisberg;5020;50101
50101;Salzburg;13582;Salzburg;031195;Gaisberg;5026;50101
50101;Salzburg;13582;Salzburg;031196;Gaisbergstraße;5020;50101
50101;Salzburg;13582;Salzburg;031197;Ganshofstraße;5020;50101
50101;Salzburg;13582;Salzburg;031198;Gaswerkgasse;5020;50101
50101;Salzburg;13582;Salzburg;031199;Gebirgsjägerplatz;5020;50101
50101;Salzburg;13582;Salzburg;031200;Geiereckstraße;5020;50101
50101;Salzburg;13582;Salzburg;031201;Geißmayerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031202;General-Arnold-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031203;General-Keyes-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031204;Georg-Kropp-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031205;Georg-N.-v.-Nissen-Str.;5020;50101
50101;Salzburg;13582;Salzburg;031206;Georg-Rendl-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031207;Georg-von-Trapp-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031208;Georg-Wagner-Gasse;5020;50101
50101;Salzburg;13582;Salzburg;031209;Gerberstraße;5020;50101
50101;Salzburg;13582;Salzburg;031210;Gerhart-Hauptmann-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031211;Geroldgasse;5026;50101
50101;Salzburg;13582;Salzburg;031212;Gersberg;5020;50101
50101;Salzburg;13582;Salzburg;031213;Gersbergweg;5020;50101
50101;Salzburg;13582;Salzburg;031214;Gessenbergstraße;5020;50101
50101;Salzburg;13582;Salzburg;031215;Getreidegasse;5020;50101
50101;Salzburg;13582;Salzburg;031216;Geyergasse;5020;50101
50101;Salzburg;13582;Salzburg;031217;Ghegastraße;5023;50101
50101;Salzburg;13582;Salzburg;031218;Ginzkeyplatz;5020;50101
50101;Salzburg;13582;Salzburg;031219;Girlingstraße;5020;50101
50101;Salzburg;13582;Salzburg;031220;Giselakai;5020;50101
50101;Salzburg;13582;Salzburg;031221;Gitznerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031222;Glan-Treppelweg;5020;50101
50101;Salzburg;13582;Salzburg;031224;Glangasse;5020;50101
50101;Salzburg;13582;Salzburg;031225;Glanhofen;5020;50101
50101;Salzburg;13582;Salzburg;031226;Glaserstraße;5026;50101
50101;Salzburg;13582;Salzburg;031227;Glockengasse;5020;50101
50101;Salzburg;13582;Salzburg;031228;Glockengießerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031229;Glockmühlstraße;5023;50101
50101;Salzburg;13582;Salzburg;031232;Gneiser Straße;5020;50101
50101;Salzburg;13582;Salzburg;031233;Gneisfeldstraße;5020;50101
50101;Salzburg;13582;Salzburg;031234;Gnigler Straße;5020;50101
50101;Salzburg;13582;Salzburg;031235;Göllstraße;5020;50101
50101;Salzburg;13582;Salzburg;031236;Goethestraße;5020;50101
50101;Salzburg;13582;Salzburg;031237;Götschenweg;5020;50101
50101;Salzburg;13582;Salzburg;031238;Goldgasse;5020;50101
50101;Salzburg;13582;Salzburg;031239;Goldschneiderhofweg;5020;50101
50101;Salzburg;13582;Salzburg;031240;Golsweg;5020;50101
50101;Salzburg;13582;Salzburg;031241;Gorianstraße;5020;50101
50101;Salzburg;13582;Salzburg;031242;Gorlicegasse;5020;50101
50101;Salzburg;13582;Salzburg;031243;Gottscheerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031244;Grabenbauernweg;5020;50101
50101;Salzburg;13582;Salzburg;031245;Grabenstraße;5020;50101
50101;Salzburg;13582;Salzburg;031247;Graf-Zeppelin-Platz;5020;50101
50101;Salzburg;13582;Salzburg;031248;Grafenweg;5020;50101
50101;Salzburg;13582;Salzburg;031249;Grazer Bundesstraße;5023;50101
50101;Salzburg;13582;Salzburg;031250;Griesgasse;5020;50101
50101;Salzburg;13582;Salzburg;031251;Grillparzerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031252;Grössingerstraße;5023;50101
50101;Salzburg;13582;Salzburg;031253;Großadmiral-Haus-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031254;Gsengerweg;5020;50101
50101;Salzburg;13582;Salzburg;031255;Gstättengasse;5020;50101
50101;Salzburg;13582;Salzburg;031256;Gstöttengutstraße;5020;50101
50101;Salzburg;13582;Salzburg;031257;Güterhallestraße;5020;50101
50101;Salzburg;13582;Salzburg;031258;Guetratweg;5020;50101
50101;Salzburg;13582;Salzburg;031259;Guggenmoosstraße;5020;50101
50101;Salzburg;13582;Salzburg;031260;Guggenthaler Straße;5023;50101
50101;Salzburg;13582;Salzburg;031261;Guritzerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031262;Gyllenstormstraße;5026;50101
50101;Salzburg;13582;Salzburg;031263;Habeggut-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031264;Hafnermühlweg;5020;50101
50101;Salzburg;13582;Salzburg;031265;Hagenau;5020;50101
50101;Salzburg;13582;Salzburg;031266;Hagenauerplatz;5020;50101
50101;Salzburg;13582;Salzburg;031267;Hagenaustraße;5020;50101
50101;Salzburg;13582;Salzburg;031268;Hagmüllerstraße;5020;50101
50101;Salzburg;13582;Salzburg;031269;Haimlgasse;5020;50101
50101;Salzburg;13582;Salzburg;031270;Halmberggasse;5020;50101
50101;Salzburg;13582;Salzburg;031271;Hammerauer Straße;5020;50101
50101;Salzburg;13582;Salzburg;031272;Hannakstraße;5023;50101
50101;Salzburg;13582;Salzburg;031273;Hannesweg;5026;50101
50101;Salzburg;13582;Salzburg;031274;Hans-Graber-Straße;5026;50101
50101;Salzburg;13582;Salzburg;031275;Hans-Knoll-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031276;Hans-Pfitzner-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031277;Hans-Prodinger-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031278;Hans-Sachs-Gasse;5020;50101
50101;Salzburg;13582;Salzburg;031279;Hans-Seebach-Straße;5020;50101
50101;Salzburg;13582;Salzburg;031280;Hans-Sperl-Straße;5020;50101
